seq id	alignment start	alignment end	envelope start	envelope end	hmm acc	hmm name	type	hmm start	hmm end	hmm length	bit score	E-value	significance	clan
ZNF25	286	308	286	308	PF00096.29	zf-C2H2	Domain	1	23	23.0	27.2	3.8e-06	1	CL0361
ZNF25	314	336	314	336	PF00096.29	zf-C2H2	Domain	1	23	23.0	23.6	5.2e-05	1	CL0361
ZNF25	342	364	342	364	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.8	4.9e-06	1	CL0361
ZNF25	370	392	370	392	PF00096.29	zf-C2H2	Domain	1	23	23.0	23.1	7.4e-05	1	CL0361
ZNF25	398	420	398	420	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.6	5.9e-06	1	CL0361
ZNF25	426	448	426	448	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.5	6.2e-06	1	CL0361
ZNF41	68	109	68	109	PF01352.30	KRAB	Family	1	42	42.0	79.3	1.2e-22	1	No_clan
ZNF41	313	335	313	335	PF00096.29	zf-C2H2	Domain	1	23	23.0	19.4	0.0011	1	CL0361
ZNF41	369	391	369	391	PF00096.29	zf-C2H2	Domain	1	23	23.0	21.3	0.00028	1	CL0361
ZNF41	397	419	397	419	PF00096.29	zf-C2H2	Domain	1	23	23.0	25.1	1.8e-05	1	CL0361
ZNF41	425	447	425	447	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.7	2.3e-05	1	CL0361
ZNF41	453	475	453	475	PF00096.29	zf-C2H2	Domain	1	23	23.0	28.1	1.9e-06	1	CL0361
ZNF41	481	503	481	503	PF00096.29	zf-C2H2	Domain	1	23	23.0	25.6	1.2e-05	1	CL0361
ZNF41	509	531	509	531	PF00096.29	zf-C2H2	Domain	1	23	23.0	27.5	3.1e-06	1	CL0361
ZNF41	537	559	537	559	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.6	2.5e-05	1	CL0361
ZNF41	565	587	565	587	PF00096.29	zf-C2H2	Domain	1	23	23.0	28.5	1.4e-06	1	CL0361
ZNF41	593	615	593	615	PF00096.29	zf-C2H2	Domain	1	23	23.0	17.0	0.0066	1	CL0361
ZNF41	621	643	621	643	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.9	4.8e-06	1	CL0361
ZNF41	649	671	649	671	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.9	2e-05	1	CL0361
ZNF41	677	699	677	699	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.7	5.5e-06	1	CL0361
ZNF41	707	727	706	727	PF00096.29	zf-C2H2	Domain	3	23	23.0	22.3	0.00013	1	CL0361
ZNF41	733	755	733	755	PF00096.29	zf-C2H2	Domain	1	23	23.0	19.0	0.0015	1	CL0361
ZNF41	761	783	761	783	PF00096.29	zf-C2H2	Domain	1	23	23.0	18.2	0.0027	1	CL0361
ZNF41	789	811	789	811	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.7	2.3e-05	1	CL0361
PRR32	1	293	1	294	PF15488.9	DUF4645	Family	1	293	294.0	515.0	6.4e-155	1	No_clan
GART	4	104	3	104	PF02844.18	GARS_N	Domain	2	100	100.0	125.2	1.6e-36	1	CL0483
GART	105	298	105	298	PF01071.22	GARS_A	Domain	1	194	194.0	305.2	1.9e-91	1	CL0179
GART	334	424	334	424	PF02843.19	GARS_C	Domain	1	92	92.0	96.7	8.9e-28	1	CL0105
GART	489	592	468	593	PF00586.27	AIRS	Domain	5	106	107.0	68.4	6.7e-19	1	No_clan
GART	607	776	606	777	PF02769.25	AIRS_C	Domain	2	155	156.0	135.1	2.3999999999999998e-39	1	No_clan
GART	809	988	808	988	PF00551.22	Formyl_trans_N	Domain	2	181	181.0	213.3	2.3e-63	1	No_clan
PTPN3	33	96	33	97	PF09379.13	FERM_N	Domain	1	63	64.0	78.6	2.5000000000000002e-22	1	CL0072
PTPN3	114	222	112	222	PF00373.21	FERM_M	Domain	3	116	116.0	67.6	1.3e-18	1	CL0632
PTPN3	228	312	226	316	PF09380.13	FERM_C	Domain	3	90	94.0	83.9	8.7e-24	1	CL0266
PTPN3	511	594	510	595	PF00595.27	PDZ	Domain	2	81	82.0	69.9	1.9e-19	1	CL0466
PTPN3	670	899	670	900	PF00102.30	Y_phosphatase	Domain	1	234	235.0	268.9	3.9000000000000005e-80	1	CL0031
PRDM9	28	54	27	65	PF01352.30	KRAB	Family	4	30	42.0	26.3	4.6e-06	1	No_clan
PRDM9	140	358	32	358	PF00856.31	SET	Family	49	169	169.0	27.2	4.8e-06	1	No_clan
PRDM9	171	201	171	201	PF09514.13	SSXRD	Motif	1	31	31.0	56.4	1.7e-15	1	No_clan
PRDM9	552	574	552	574	PF00096.29	zf-C2H2	Domain	1	23	23.0	18.0	0.0031	1	CL0361
PRDM9	608	630	608	630	PF00096.29	zf-C2H2	Domain	1	23	23.0	23.0	8.2e-05	1	CL0361
PRDM9	636	658	636	658	PF00096.29	zf-C2H2	Domain	1	23	23.0	23.0	8.2e-05	1	CL0361
PRDM9	720	742	720	742	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.7	5.2e-06	1	CL0361
PRDM9	748	770	748	770	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.3	7.2e-06	1	CL0361
PRDM9	776	798	776	798	PF00096.29	zf-C2H2	Domain	1	23	23.0	27.1	4e-06	1	CL0361
PRDM9	804	826	804	826	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.7	5.2e-06	1	CL0361
PRDM9	832	854	832	854	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.2	7.6e-06	1	CL0361
PRDM9	860	882	860	882	PF00096.29	zf-C2H2	Domain	1	23	23.0	22.0	0.00017	1	CL0361
TCN2	4	326	3	328	PF01122.22	Cobalamin_bind	Repeat	2	317	318.0	394.5	3.1e-118	1	CL0059
TCN2	352	424	352	426	PF14478.9	DUF4430	Domain	1	71	73.0	24.3	3.6e-05	1	CL0072
THUMPD3	198	284	134	285	PF02926.20	THUMP	Domain	57	143	144.0	45.7	7.4e-12	1	No_clan
THUMPD3	294	476	292	478	PF01170.21	UPF0020	Domain	2	195	197.0	168.9	1.2e-49	1	CL0063
TSR2	12	91	12	91	PF10273.12	WGG	Family	1	81	81.0	90.2	9.5e-26	1	No_clan
TSSK4	25	293	25	293	PF00069.28	Pkinase	Domain	1	264	264.0	212.6	6.9e-63	1	CL0016
USP49	26	87	25	88	PF02148.22	zf-UBP	Domain	1	63	64.0	71.6	5.5e-20	1	CL0229
USP49	253	654	253	654	PF00443.32	UCH	Family	1	278	278.0	208.2	1.8e-61	1	CL0125
UBA3	66	365	56	366	PF00899.24	ThiF	Domain	17	218	219.0	199.8	3.4e-59	1	CL0063
UBA3	376	461	375	461	PF08825.13	E2_bind	Domain	2	82	82.0	84.6	4.0999999999999994e-24	1	No_clan
ZNF841	201	223	201	223	PF00096.29	zf-C2H2	Domain	1	23	23.0	25.5	1.3e-05	1	CL0361
ZNF841	229	251	229	251	PF00096.29	zf-C2H2	Domain	1	23	23.0	28.0	2.1e-06	1	CL0361
ZNF841	257	279	257	279	PF00096.29	zf-C2H2	Domain	1	23	23.0	22.0	0.00016	1	CL0361
ZNF841	285	307	285	307	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.4	6.8e-06	1	CL0361
ZNF841	313	335	313	335	PF00096.29	zf-C2H2	Domain	1	23	23.0	25.9	9.7e-06	1	CL0361
ZNF841	341	363	341	363	PF00096.29	zf-C2H2	Domain	1	23	23.0	19.4	0.0011	1	CL0361
ZNF841	369	391	369	391	PF00096.29	zf-C2H2	Domain	1	23	23.0	27.7	2.5e-06	1	CL0361
ZNF841	397	419	397	419	PF00096.29	zf-C2H2	Domain	1	23	23.0	18.5	0.0022	1	CL0361
ZNF841	425	447	425	450	PF13912.9	zf-C2H2_6	Domain	2	24	27.0	17.5	0.0034	1	CL0361
ZNF841	455	475	453	475	PF00096.29	zf-C2H2	Domain	3	23	23.0	16.6	0.0087	1	CL0361
ZNF841	481	503	481	503	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.9	2e-05	1	CL0361
ZNF841	509	531	509	531	PF00096.29	zf-C2H2	Domain	1	23	23.0	20.9	0.00036	1	CL0361
ZNF841	537	559	537	559	PF00096.29	zf-C2H2	Domain	1	23	23.0	25.3	1.5e-05	1	CL0361
ZNF841	593	615	593	615	PF00096.29	zf-C2H2	Domain	1	23	23.0	19.3	0.0012	1	CL0361
ZNF841	621	643	621	643	PF00096.29	zf-C2H2	Domain	1	23	23.0	18.4	0.0024	1	CL0361
ZNF841	649	671	649	671	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.1	3.5e-05	1	CL0361
ZNF841	677	699	677	699	PF00096.29	zf-C2H2	Domain	1	23	23.0	16.8	0.0074	1	CL0361
ZNF841	705	727	705	727	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.0	4e-05	1	CL0361
ZNF841	733	755	733	755	PF00096.29	zf-C2H2	Domain	1	23	23.0	22.9	8.6e-05	1	CL0361
ZNF841	761	783	761	783	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.3	3.2e-05	1	CL0361
ZNF552	14	54	13	54	PF01352.30	KRAB	Family	2	42	42.0	73.4	9e-21	1	No_clan
ZNF552	268	290	268	290	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.3	7e-06	1	CL0361
ZNF552	296	318	296	318	PF00096.29	zf-C2H2	Domain	1	23	23.0	22.2	0.00015	1	CL0361
ZNF552	324	346	324	346	PF00096.29	zf-C2H2	Domain	1	23	23.0	25.3	1.5e-05	1	CL0361
ZNF552	352	374	352	374	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.6	5.7e-06	1	CL0361
ZNF552	382	402	380	402	PF00096.29	zf-C2H2	Domain	3	23	23.0	18.6	0.0021	1	CL0361
ZNF596	6	47	6	47	PF01352.30	KRAB	Family	1	42	42.0	73.6	7.3e-21	1	No_clan
ZNF596	196	217	195	217	PF00096.29	zf-C2H2	Domain	2	23	23.0	23.6	5.2e-05	1	CL0361
ZNF596	225	245	225	245	PF00096.29	zf-C2H2	Domain	3	23	23.0	18.1	0.0028	1	CL0361
ZNF596	253	273	251	273	PF00096.29	zf-C2H2	Domain	3	23	23.0	22.4	0.00012	1	CL0361
ZNF596	281	301	280	301	PF00096.29	zf-C2H2	Domain	3	23	23.0	19.8	0.00081	1	CL0361
ZNF596	309	329	307	329	PF00096.29	zf-C2H2	Domain	3	23	23.0	16.9	0.0072	1	CL0361
ZNF596	335	357	335	357	PF00096.29	zf-C2H2	Domain	1	23	23.0	19.5	0.001	1	CL0361
ZNF596	365	385	365	385	PF00096.29	zf-C2H2	Domain	3	23	23.0	17.6	0.0041	1	CL0361
ZNF596	405	430	405	430	PF13465.9	zf-H2C2_2	Domain	1	26	26.0	40.6	2.3e-10	1	CL0361
ZNF596	447	469	447	469	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.7	5.4e-06	1	CL0361
ZNF596	475	497	475	497	PF00096.29	zf-C2H2	Domain	1	23	23.0	23.4	5.9e-05	1	CL0361
ZMYND12	17	54	17	54	PF01753.21	zf-MYND	Domain	1	40	40.0	31.8	1.2e-07	1	CL0175
ZNF17	8	48	7	48	PF01352.30	KRAB	Family	2	42	42.0	64.0	7.4e-18	1	No_clan
ZNF17	218	240	218	240	PF00096.29	zf-C2H2	Domain	1	23	23.0	23.4	6e-05	1	CL0361
ZNF17	246	268	246	268	PF00096.29	zf-C2H2	Domain	1	23	23.0	20.9	0.00037	1	CL0361
ZNF17	274	296	274	296	PF00096.29	zf-C2H2	Domain	1	23	23.0	21.3	0.00028	1	CL0361
ZNF17	302	324	302	324	PF00096.29	zf-C2H2	Domain	1	23	23.0	17.8	0.0037	1	CL0361
ZNF17	332	352	330	352	PF00096.29	zf-C2H2	Domain	3	23	23.0	17.7	0.0039	1	CL0361
ZNF17	386	408	386	408	PF00096.29	zf-C2H2	Domain	1	23	23.0	23.9	4.1e-05	1	CL0361
ZNF17	414	436	414	436	PF00096.29	zf-C2H2	Domain	1	23	23.0	20.4	0.00052	1	CL0361
ZNF17	442	464	442	464	PF00096.29	zf-C2H2	Domain	1	23	23.0	18.6	0.0021	1	CL0361
ZNF17	470	492	470	492	PF00096.29	zf-C2H2	Domain	1	23	23.0	20.5	0.0005	1	CL0361
ZNF17	498	520	498	520	PF00096.29	zf-C2H2	Domain	1	23	23.0	16.2	0.011	1	CL0361
ZNF17	554	576	554	576	PF00096.29	zf-C2H2	Domain	1	23	23.0	27.6	2.7e-06	1	CL0361
ZNF17	582	604	582	604	PF00096.29	zf-C2H2	Domain	1	23	23.0	20.5	0.0005	1	CL0361
ZNF17	610	632	610	632	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.5	6.3e-06	1	CL0361
ZNF17	638	660	638	660	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.7	5.4e-06	1	CL0361
TBXAS1	46	298	44	308	PF00067.25	p450	Domain	3	262	463.0	104.9	4.6000000000000004e-30	1	No_clan
TBXAS1	325	527	313	530	PF00067.25	p450	Domain	257	460	463.0	202.1	1.5e-59	1	No_clan
CLEC3B	88	199	87	199	PF00059.24	Lectin_C	Domain	2	109	109.0	64.9	1e-17	1	CL0056
TUBG1	4	214	4	215	PF00091.28	Tubulin	Domain	1	196	197.0	235.1	8.6e-70	1	CL0566
TUBG1	264	392	264	393	PF03953.20	Tubulin_C	Domain	1	125	126.0	163.6	2.4e-48	1	CL0442
USP30	69	499	68	499	PF00443.32	UCH	Family	2	278	278.0	156.3	1.2e-45	1	CL0125
YAP1	173	202	173	202	PF00397.29	WW	Domain	1	31	31.0	33.5	3.4e-08	1	CL0680
YAP1	232	261	232	261	PF00397.29	WW	Domain	1	31	31.0	38.6	9.1e-10	1	CL0680
ZBTB24	27	131	27	133	PF00651.34	BTB	Domain	1	109	111.0	94.0	6.9e-27	1	CL0033
ZBTB24	295	316	295	316	PF00096.29	zf-C2H2	Domain	2	23	23.0	20.7	0.00044	1	CL0361
ZBTB24	322	344	322	344	PF00096.29	zf-C2H2	Domain	1	23	23.0	23.7	4.7e-05	1	CL0361
ZBTB24	350	372	350	372	PF00096.29	zf-C2H2	Domain	1	23	23.0	17.7	0.0039	1	CL0361
ZBTB24	378	400	378	400	PF00096.29	zf-C2H2	Domain	1	23	23.0	21.5	0.00023	1	CL0361
ZBTB24	407	428	407	428	PF00096.29	zf-C2H2	Domain	2	23	23.0	18.3	0.0025	1	CL0361
ZBTB24	434	456	434	456	PF00096.29	zf-C2H2	Domain	1	23	23.0	30.1	4.5e-07	1	CL0361
ZBTB24	462	480	462	484	PF00096.29	zf-C2H2	Domain	1	19	23.0	16.3	0.011	1	CL0361
ZBTB24	490	512	490	512	PF00096.29	zf-C2H2	Domain	1	23	23.0	20.5	0.00049	1	CL0361
ZBTB6	23	125	23	127	PF00651.34	BTB	Domain	1	109	111.0	75.1	5.2e-21	1	CL0033
ZBTB6	327	348	326	348	PF00096.29	zf-C2H2	Domain	2	23	23.0	24.6	2.5e-05	1	CL0361
ZBTB6	354	376	354	376	PF00096.29	zf-C2H2	Domain	1	23	23.0	20.5	0.00051	1	CL0361
ZBTB6	382	403	382	404	PF12874.10	zf-met	Domain	1	22	25.0	13.8	0.061	1	CL0361
ZBTB1	14	116	14	120	PF00651.34	BTB	Domain	1	106	111.0	69.6	2.5e-19	1	CL0033
ZC2HC1B	14	38	14	38	PF13913.9	zf-C2HC_2	Domain	1	25	25.0	37.6	1.5e-09	1	CL0361
ZC2HC1A	15	39	15	39	PF13913.9	zf-C2HC_2	Domain	1	25	25.0	35.1	9.4e-09	1	CL0361
ZC2HC1A	119	142	118	142	PF13913.9	zf-C2HC_2	Domain	2	25	25.0	20.4	0.00037	1	CL0361
ZC3H13	41	63	38	63	PF00642.27	zf-CCCH	Family	5	27	27.0	29.0	7.9e-07	1	CL0537
ZFP3	141	163	141	163	PF00096.29	zf-C2H2	Domain	1	23	23.0	27.8	2.3e-06	1	CL0361
ZFP3	169	191	169	191	PF00096.29	zf-C2H2	Domain	1	23	23.0	28.0	2e-06	1	CL0361
ZFP3	197	219	197	219	PF00096.29	zf-C2H2	Domain	1	23	23.0	22.4	0.00013	1	CL0361
ZFP3	225	247	225	247	PF00096.29	zf-C2H2	Domain	1	23	23.0	27.0	4.4e-06	1	CL0361
ZFP3	253	275	253	275	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.6	5.8e-06	1	CL0361
ZFP3	281	303	281	303	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.8	2.2e-05	1	CL0361
ZFP3	309	331	309	331	PF00096.29	zf-C2H2	Domain	1	23	23.0	23.3	6.5e-05	1	CL0361
ZFP3	337	359	337	359	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.3	3.1e-05	1	CL0361
ZFP3	365	387	365	387	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.0	3.8e-05	1	CL0361
ZFP3	393	415	393	415	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.8	5e-06	1	CL0361
ZFP3	449	471	449	471	PF00096.29	zf-C2H2	Domain	1	23	23.0	23.7	4.8e-05	1	CL0361
ZFP3	477	499	477	499	PF00096.29	zf-C2H2	Domain	1	23	23.0	25.0	1.9e-05	1	CL0361
ZDHHC11B	122	273	120	275	PF01529.23	DHHC	Family	3	132	134.0	100.3	9.9e-29	1	No_clan
ZNF214	3	42	2	43	PF01352.30	KRAB	Family	2	41	42.0	70.1	9.1e-20	1	No_clan
ZNF214	303	325	303	325	PF00096.29	zf-C2H2	Domain	1	23	23.0	22.0	0.00017	1	CL0361
ZNF214	358	380	358	380	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.0	4e-05	1	CL0361
ZNF214	386	408	386	408	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.7	5.2e-06	1	CL0361
ZNF214	414	436	414	436	PF00096.29	zf-C2H2	Domain	1	23	23.0	30.3	3.8e-07	1	CL0361
ZNF214	442	464	442	464	PF00096.29	zf-C2H2	Domain	1	23	23.0	28.1	2e-06	1	CL0361
ZNF214	470	492	470	492	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.0	3.8e-05	1	CL0361
ZNF214	498	520	498	520	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.4	6.5e-06	1	CL0361
ZNF214	526	548	526	548	PF00096.29	zf-C2H2	Domain	1	23	23.0	25.7	1.1e-05	1	CL0361
ZNF214	554	576	554	576	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.7	2.3e-05	1	CL0361
FTSJ1	21	199	21	199	PF01728.22	FtsJ	Family	1	177	177.0	234.0	1.2999999999999998e-69	1	CL0063
TRAV39	25	109	24	110	PF07686.20	V-set	Domain	2	92	109.0	36.2	5.8e-09	1	CL0011
TRBV5-7	25	111	25	113	PF07686.20	V-set	Domain	1	91	109.0	40.1	3.6e-10	1	CL0011
TRAV23DV6	34	119	34	121	PF07686.20	V-set	Domain	1	91	109.0	49.1	5.7e-13	1	CL0011
TTYH1	9	442	8	442	PF04906.16	Tweety	Family	2	431	431.0	582.1	6.2e-175	1	No_clan
USP12	39	366	39	366	PF00443.32	UCH	Family	1	278	278.0	225.6	9e-67	1	CL0125
PPIP5K2	44	133	44	133	PF18086.4	PPIP5K2_N	Domain	1	90	90.0	141.1	9.8e-42	1	CL0483
PPIP5K2	379	894	379	894	PF00328.25	His_Phos_2	Family	1	383	383.0	463.6	6.5e-139	1	CL0071
VN1R2	95	378	90	380	PF03402.17	V1R	Family	9	290	292.0	309.6	2.1e-92	1	CL0192
ZNF287	46	133	45	134	PF02023.20	SCAN	Domain	2	89	90.0	131.5	7.7e-39	1	CL0148
ZNF287	169	210	169	210	PF01352.30	KRAB	Family	1	42	42.0	66.1	1.7e-18	1	No_clan
ZNF287	368	390	368	390	PF00096.29	zf-C2H2	Domain	1	23	23.0	20.3	0.00059	1	CL0361
ZNF287	396	418	396	418	PF00096.29	zf-C2H2	Domain	1	23	23.0	23.5	5.7e-05	1	CL0361
ZNF287	424	446	424	446	PF00096.29	zf-C2H2	Domain	1	23	23.0	25.6	1.2e-05	1	CL0361
ZNF287	452	474	452	474	PF00096.29	zf-C2H2	Domain	1	23	23.0	27.3	3.4e-06	1	CL0361
ZNF287	480	502	480	502	PF00096.29	zf-C2H2	Domain	1	23	23.0	25.7	1.1e-05	1	CL0361
ZNF287	508	530	508	530	PF00096.29	zf-C2H2	Domain	1	23	23.0	23.5	5.5e-05	1	CL0361
ZNF287	536	558	536	558	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.6	2.6e-05	1	CL0361
ZNF287	564	586	564	586	PF00096.29	zf-C2H2	Domain	1	23	23.0	23.8	4.6e-05	1	CL0361
ZNF287	592	614	592	614	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.4	6.8e-06	1	CL0361
ZNF287	620	642	620	642	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.0	9.2e-06	1	CL0361
ZNF287	648	670	648	670	PF00096.29	zf-C2H2	Domain	1	23	23.0	22.2	0.00014	1	CL0361
ZNF287	676	698	676	698	PF00096.29	zf-C2H2	Domain	1	23	23.0	27.1	4e-06	1	CL0361
ZNF287	704	726	704	726	PF00096.29	zf-C2H2	Domain	1	23	23.0	20.3	0.00059	1	CL0361
ZNF287	732	754	732	754	PF00096.29	zf-C2H2	Domain	1	23	23.0	25.8	1.1e-05	1	CL0361
ZNF326	337	472	337	472	PF04988.15	AKAP95	Family	1	136	136.0	221.3	4.7e-66	1	No_clan
ZNF862	10	37	10	38	PF01352.30	KRAB	Family	1	28	42.0	30.0	3.2e-07	1	No_clan
ZNF862	332	373	332	373	PF01352.30	KRAB	Family	1	42	42.0	73.2	1e-20	1	No_clan
ZNF862	601	703	586	707	PF14291.9	DUF4371	Family	132	231	236.0	38.9	7.5e-10	1	No_clan
ZNF862	1004	1068	989	1071	PF05699.17	Dimer_Tnp_hAT	Domain	19	82	86.0	29.6	4.9e-07	1	No_clan
ZNF865	224	246	224	246	PF00096.29	zf-C2H2	Domain	1	23	23.0	25.8	1e-05	1	CL0361
ZNF865	252	276	252	277	PF13912.9	zf-C2H2_6	Domain	2	26	27.0	15.5	0.014	1	CL0361
ZNF865	350	372	350	372	PF00096.29	zf-C2H2	Domain	1	23	23.0	19.3	0.0012	1	CL0361
ZNF865	378	400	378	400	PF00096.29	zf-C2H2	Domain	1	23	23.0	23.1	7.5e-05	1	CL0361
ZNF865	408	429	407	429	PF00096.29	zf-C2H2	Domain	2	23	23.0	19.8	0.00083	1	CL0361
ZNF865	440	463	440	466	PF13912.9	zf-C2H2_6	Domain	1	24	27.0	17.5	0.0034	1	CL0361
ZNF865	550	572	550	572	PF00096.29	zf-C2H2	Domain	1	23	23.0	18.8	0.0018	1	CL0361
ZNF865	606	628	606	628	PF00096.29	zf-C2H2	Domain	1	23	23.0	20.9	0.00037	1	CL0361
ZNF865	697	718	697	722	PF13912.9	zf-C2H2_6	Domain	2	23	27.0	15.6	0.013	1	CL0361
ZNF865	904	926	904	926	PF00096.29	zf-C2H2	Domain	1	23	23.0	18.7	0.0019	1	CL0361
ZNF865	933	954	932	954	PF00096.29	zf-C2H2	Domain	2	23	23.0	20.1	0.00066	1	CL0361
ZNF865	960	982	960	982	PF00096.29	zf-C2H2	Domain	1	23	23.0	15.8	0.015	1	CL0361
ZNF343	61	101	61	102	PF01352.30	KRAB	Family	1	41	42.0	74.7	3.4e-21	1	No_clan
ZNF343	269	291	269	291	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.7	5.5e-06	1	CL0361
ZNF343	297	319	297	319	PF00096.29	zf-C2H2	Domain	1	23	23.0	29.5	6.7e-07	1	CL0361
ZNF343	353	375	353	375	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.4	2.8e-05	1	CL0361
ZNF343	381	403	381	403	PF00096.29	zf-C2H2	Domain	1	23	23.0	25.6	1.2e-05	1	CL0361
ZNF343	409	431	409	431	PF00096.29	zf-C2H2	Domain	1	23	23.0	28.1	1.9e-06	1	CL0361
ZNF343	437	459	437	459	PF00096.29	zf-C2H2	Domain	1	23	23.0	21.6	0.00022	1	CL0361
ZNF343	465	487	465	487	PF00096.29	zf-C2H2	Domain	1	23	23.0	28.5	1.4e-06	1	CL0361
ZNF343	493	515	493	515	PF00096.29	zf-C2H2	Domain	1	23	23.0	26.1	8.4e-06	1	CL0361
ZNF343	521	543	521	543	PF00096.29	zf-C2H2	Domain	1	23	23.0	21.3	0.00027	1	CL0361
ZNF343	549	571	549	571	PF00096.29	zf-C2H2	Domain	1	23	23.0	28.2	1.8e-06	1	CL0361
ZNF343	577	599	577	599	PF00096.29	zf-C2H2	Domain	1	23	23.0	28.3	1.6e-06	1	CL0361
ZNF605	6	45	5	46	PF01352.30	KRAB	Family	2	41	42.0	82.4	1.3e-23	1	No_clan
ZNF605	169	191	169	191	PF00096.29	zf-C2H2	Domain	1	23	23.0	21.3	0.00028	1	CL0361
ZNF605	197	219	197	219	PF00096.29	zf-C2H2	Domain	1	23	23.0	30.7	3e-07	1	CL0361
ZNF605	227	247	227	247	PF00096.29	zf-C2H2	Domain	3	23	23.0	21.0	0.00036	1	CL0361
ZNF605	255	275	253	275	PF00096.29	zf-C2H2	Domain	3	23	23.0	26.3	7.2e-06	1	CL0361
ZNF605	281	303	281	303	PF00096.29	zf-C2H2	Domain	1	23	23.0	20.3	0.00058	1	CL0361
ZNF605	309	331	309	331	PF00096.29	zf-C2H2	Domain	1	23	23.0	18.7	0.0018	1	CL0361
ZNF605	339	359	337	359	PF00096.29	zf-C2H2	Domain	3	23	23.0	23.9	4e-05	1	CL0361
ZNF605	365	387	365	387	PF00096.29	zf-C2H2	Domain	1	23	23.0	22.3	0.00013	1	CL0361
ZNF605	393	415	393	415	PF00096.29	zf-C2H2	Domain	1	23	23.0	21.0	0.00035	1	CL0361
ZNF605	449	471	449	471	PF00096.29	zf-C2H2	Domain	1	23	23.0	29.4	7.4e-07	1	CL0361
ZNF605	477	499	477	499	PF00096.29	zf-C2H2	Domain	1	23	23.0	22.0	0.00017	1	CL0361
ZNF605	533	555	533	555	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.6	2.6e-05	1	CL0361
ZNF605	589	611	589	611	PF00096.29	zf-C2H2	Domain	1	23	23.0	32.4	8.1e-08	1	CL0361
ZNF605	619	639	617	639	PF00096.29	zf-C2H2	Domain	3	23	23.0	23.4	5.9e-05	1	CL0361
PRSS38	60	288	60	288	PF00089.29	Trypsin	Domain	1	221	221.0	196.3	6.5e-58	1	CL0124
PRR12	1821	1944	1818	1945	PF13926.9	DUF4211	Family	6	138	139.0	47.4	2.2e-12	1	No_clan
PRDX4	81	213	81	214	PF00578.24	AhpC-TSA	Domain	1	123	124.0	118.0	2.5e-34	1	CL0172
PRDX4	234	261	234	263	PF10417.12	1-cysPrx_C	Domain	1	28	40.0	48.3	7.2e-13	1	No_clan
PPIA	8	162	7	163	PF00160.24	Pro_isomerase	Domain	2	157	158.0	161.4	2.0999999999999998e-47	1	CL0475
PSMD5	1	504	1	504	PF10508.12	Proteasom_PSMB	Repeat	1	499	499.0	711.4	5.6e-214	1	CL0020
PVALB	43	106	41	108	PF13499.9	EF-hand_7	Domain	3	69	71.0	39.4	6.5e-10	1	CL0220
PSME2	12	71	11	71	PF02251.21	PA28_alpha	Family	2	61	61.0	86.0	1.3999999999999999e-24	1	No_clan
PSME2	94	235	93	237	PF02252.21	PA28_beta	Family	2	143	145.0	171.9	7.2e-51	1	No_clan
PTRHD1	25	139	25	139	PF01981.19	PTH2	Family	1	117	117.0	93.7	9.7e-27	1	CL0305
TM4SF18	1	192	1	193	PF05805.15	L6_membrane	Family	1	193	194.0	204.2	1.5e-60	1	No_clan
TCP11	62	487	58	487	PF05794.16	Tcp11	Family	5	447	447.0	383.0	2.3e-114	1	No_clan
